timestamp,open,high,low,close,volume,asset,hl_symbol
2025-05-14 17:29:59,0.25173,0.25173,0.24932,0.25081,1254653.0,SEI,SEI
2025-05-14 17:59:59,0.25066,0.25219,0.25066,0.25219,100616.0,SEI,SEI
2025-05-14 18:29:59,0.25225,0.25357,0.25165,0.25266,368042.0,SEI,SEI
2025-05-14 18:59:59,0.2522,0.25266,0.25163,0.25247,17556.0,SEI,SEI
2025-05-14 19:29:59,0.25285,0.25379,0.25267,0.25278,11193.0,SEI,SEI
2025-05-14 19:59:59,0.25272,0.25337,0.25215,0.25313,79186.0,SEI,SEI
2025-05-14 20:29:59,0.25302,0.25363,0.2522,0.25281,48043.0,SEI,SEI
2025-05-14 20:59:59,0.25291,0.25297,0.25195,0.25195,85530.0,SEI,SEI
2025-05-14 21:29:59,0.25213,0.25215,0.25054,0.25115,54900.0,SEI,SEI
2025-05-14 21:59:59,0.25133,0.25261,0.25131,0.25254,70667.0,SEI,SEI
2025-05-14 22:29:59,0.25258,0.25284,0.25122,0.25161,129592.0,SEI,SEI
2025-05-14 22:59:59,0.25144,0.25152,0.25006,0.25059,56925.0,SEI,SEI
2025-05-14 23:29:59,0.25046,0.251,0.2495,0.251,12690.0,SEI,SEI
2025-05-14 23:59:59,0.2511,0.25181,0.25096,0.25122,85335.0,SEI,SEI
2025-05-15 00:29:59,0.2513,0.25352,0.25111,0.25318,82212.0,SEI,SEI
2025-05-15 00:59:59,0.25317,0.25414,0.25296,0.25349,263119.0,SEI,SEI
2025-05-15 01:29:59,0.25352,0.25428,0.25131,0.25131,209447.0,SEI,SEI
2025-05-15 01:59:59,0.2514,0.2514,0.24799,0.24868,845496.0,SEI,SEI
2025-05-15 02:29:59,0.24857,0.25073,0.24837,0.2498,475293.0,SEI,SEI
2025-05-15 02:59:59,0.24998,0.25122,0.24985,0.25011,91970.0,SEI,SEI
2025-05-15 03:29:59,0.25035,0.25066,0.24939,0.24986,15864.0,SEI,SEI
2025-05-15 03:59:59,0.25014,0.25018,0.24806,0.2484,226120.0,SEI,SEI
2025-05-15 04:29:59,0.24813,0.24996,0.24799,0.24983,27833.0,SEI,SEI
2025-05-15 04:59:59,0.25024,0.2503,0.24837,0.24858,46127.0,SEI,SEI
2025-05-15 05:29:59,0.24882,0.24898,0.24643,0.24745,118573.0,SEI,SEI
2025-05-15 05:59:59,0.24765,0.24765,0.244,0.2445,325724.0,SEI,SEI
2025-05-15 06:29:59,0.24448,0.24569,0.24414,0.24516,176097.0,SEI,SEI
2025-05-15 06:59:59,0.24449,0.24469,0.24209,0.24328,25422.0,SEI,SEI
2025-05-15 07:29:59,0.24325,0.24344,0.23937,0.23945,410668.0,SEI,SEI
2025-05-15 07:59:59,0.23925,0.23965,0.23739,0.23764,67988.0,SEI,SEI
2025-05-15 08:29:59,0.23807,0.23985,0.23807,0.2397,92162.0,SEI,SEI
2025-05-15 08:59:59,0.2396,0.24188,0.2396,0.24182,198756.0,SEI,SEI
2025-05-15 09:29:59,0.24179,0.24181,0.23972,0.23972,57462.0,SEI,SEI
2025-05-15 09:59:59,0.23985,0.23985,0.23601,0.23731,152151.0,SEI,SEI
2025-05-15 10:29:59,0.23748,0.23748,0.23539,0.23544,28845.0,SEI,SEI
2025-05-15 10:59:59,0.23544,0.23544,0.23378,0.23497,108367.0,SEI,SEI
2025-05-15 11:29:59,0.23529,0.237,0.23497,0.237,57724.0,SEI,SEI
2025-05-15 11:59:59,0.23688,0.2375,0.23611,0.23658,61176.0,SEI,SEI
2025-05-15 12:29:59,0.23655,0.23679,0.23558,0.23589,145561.0,SEI,SEI
2025-05-15 12:59:59,0.2358,0.23862,0.2358,0.2369,747941.0,SEI,SEI
2025-05-15 13:29:59,0.23682,0.23818,0.23627,0.23681,95959.0,SEI,SEI
2025-05-15 13:59:59,0.23662,0.23662,0.2327,0.23452,174655.0,SEI,SEI
2025-05-15 14:29:59,0.23448,0.23538,0.23169,0.23353,151847.0,SEI,SEI
2025-05-15 14:59:59,0.23384,0.23414,0.23092,0.23319,173179.0,SEI,SEI
2025-05-15 15:29:59,0.23346,0.23544,0.23263,0.23523,135916.0,SEI,SEI
2025-05-15 15:59:59,0.23561,0.23959,0.23561,0.23959,87591.0,SEI,SEI
2025-05-15 16:29:59,0.23868,0.24013,0.23798,0.23857,261672.0,SEI,SEI
2025-05-15 16:59:59,0.2385,0.24211,0.2379,0.24211,276934.0,SEI,SEI
2025-05-15 17:29:59,0.24215,0.24357,0.24089,0.24329,20587.0,SEI,SEI
2025-05-15 17:59:59,0.24307,0.24431,0.24239,0.24277,479256.0,SEI,SEI
2025-05-15 18:29:59,0.24262,0.24355,0.24015,0.24031,214363.0,SEI,SEI
2025-05-15 18:59:59,0.23972,0.24043,0.23666,0.23707,35427.0,SEI,SEI
2025-05-15 19:29:59,0.23725,0.23927,0.23568,0.23682,108842.0,SEI,SEI
2025-05-15 19:59:59,0.23696,0.23922,0.23696,0.23874,41553.0,SEI,SEI
2025-05-15 20:29:59,0.23845,0.23985,0.23656,0.2388,404995.0,SEI,SEI
2025-05-15 20:59:59,0.23873,0.23903,0.23714,0.23744,42714.0,SEI,SEI
2025-05-15 21:29:59,0.23732,0.23739,0.23429,0.23566,80115.0,SEI,SEI
2025-05-15 21:59:59,0.23506,0.23827,0.23409,0.23817,162062.0,SEI,SEI
