timestamp,open,high,low,close,volume,asset,hl_symbol
2025-03-27 11:59:59,0.01363,0.013679,0.013529,0.013597,5309543.0,BONK,kBONK
2025-03-27 12:29:59,0.013577,0.013655,0.013548,0.013647,6014162.0,BONK,kBONK
2025-03-27 12:59:59,0.013637,0.013703,0.013587,0.013643,2641022.0,BONK,kBONK
2025-03-27 13:29:59,0.013634,0.013693,0.013524,0.013547,1462152.0,BONK,kBONK
2025-03-27 13:59:59,0.013533,0.013576,0.013363,0.013532,12170119.0,BONK,kBONK
2025-03-27 14:29:59,0.01353,0.013597,0.013447,0.013579,4272525.0,BONK,kBONK
2025-03-27 14:59:59,0.013613,0.013873,0.013613,0.013855,22091449.0,BONK,kBONK
2025-03-27 15:29:59,0.013866,0.014033,0.013835,0.013959,23139042.0,BONK,kBONK
2025-03-27 15:59:59,0.01393,0.013933,0.01378,0.013807,26514719.0,BONK,kBONK
2025-03-27 16:29:59,0.013809,0.013895,0.013729,0.013729,19357030.0,BONK,kBONK
2025-03-27 16:59:59,0.013726,0.013797,0.013677,0.013677,3422307.0,BONK,kBONK
2025-03-27 17:29:59,0.013686,0.013785,0.013686,0.013777,852000.0,BONK,kBONK
2025-03-27 17:59:59,0.01376,0.013857,0.01368,0.013695,1961127.0,BONK,kBONK
2025-03-27 18:29:59,0.013687,0.013742,0.013651,0.013685,1866276.0,BONK,kBONK
2025-03-27 18:59:59,0.0137,0.013844,0.013694,0.013793,6338983.0,BONK,kBONK
2025-03-27 19:29:59,0.01379,0.013912,0.013697,0.0139,51283456.0,BONK,kBONK
2025-03-27 19:59:59,0.013889,0.013901,0.013762,0.013765,20770330.0,BONK,kBONK
2025-03-27 20:29:59,0.013769,0.013803,0.01373,0.013781,2567853.0,BONK,kBONK
2025-03-27 20:59:59,0.013785,0.013835,0.013743,0.013766,1970271.0,BONK,kBONK
2025-03-27 21:29:59,0.013767,0.013788,0.013623,0.01372,32705878.0,BONK,kBONK
2025-03-27 21:59:59,0.013711,0.013862,0.013672,0.013804,12162326.0,BONK,kBONK
2025-03-27 22:29:59,0.013811,0.013832,0.013765,0.013781,2051302.0,BONK,kBONK
2025-03-27 22:59:59,0.013775,0.013775,0.013686,0.013686,3898668.0,BONK,kBONK
2025-03-27 23:29:59,0.013685,0.013687,0.013565,0.013645,1668869.0,BONK,kBONK
2025-03-27 23:59:59,0.013651,0.013731,0.01356,0.013585,3707748.0,BONK,kBONK
2025-03-28 00:29:59,0.013583,0.013598,0.013402,0.013402,4423082.0,BONK,kBONK
2025-03-28 00:59:59,0.013399,0.013577,0.013354,0.013558,3957518.0,BONK,kBONK
2025-03-28 01:29:59,0.013555,0.01363,0.01347,0.01363,589564.0,BONK,kBONK
2025-03-28 01:59:59,0.013628,0.013827,0.013606,0.013758,4765066.0,BONK,kBONK
2025-03-28 02:29:59,0.013764,0.013808,0.013691,0.013712,3914121.0,BONK,kBONK
2025-03-28 02:59:59,0.013708,0.013708,0.013533,0.013546,3454992.0,BONK,kBONK
2025-03-28 03:29:59,0.013534,0.013555,0.013358,0.013402,1825814.0,BONK,kBONK
2025-03-28 03:59:59,0.013407,0.013499,0.013407,0.013481,3869370.0,BONK,kBONK
2025-03-28 04:29:59,0.01348,0.013506,0.013423,0.013447,4061922.0,BONK,kBONK
2025-03-28 04:59:59,0.013437,0.013437,0.0131,0.013232,33893530.0,BONK,kBONK
2025-03-28 05:29:59,0.013167,0.013212,0.013107,0.013179,3969109.0,BONK,kBONK
2025-03-28 05:59:59,0.013171,0.013196,0.01305,0.01305,7144013.0,BONK,kBONK
2025-03-28 06:29:59,0.013041,0.013116,0.012985,0.012991,5551518.0,BONK,kBONK
2025-03-28 06:59:59,0.012985,0.012989,0.01278,0.01278,3194962.0,BONK,kBONK
2025-03-28 07:29:59,0.012799,0.012848,0.012736,0.012771,4296316.0,BONK,kBONK
2025-03-28 07:59:59,0.012766,0.012821,0.01261,0.01261,8062002.0,BONK,kBONK
2025-03-28 08:29:59,0.012621,0.01269,0.012607,0.012615,17315501.0,BONK,kBONK
2025-03-28 08:59:59,0.01259,0.012633,0.012526,0.012558,2361720.0,BONK,kBONK
2025-03-28 09:29:59,0.012552,0.012602,0.012543,0.012553,8914179.0,BONK,kBONK
