month,rank,symbol,base_asset,median_volume_30d,avg_volume_30d,volume_samples
2021-12,1,BTCUSDT,BTC,2522922318.475935,2601409384.1711473,30
2021-12,2,ETHUSDT,ETH,1811705988.0426557,1891072426.7494528,30
2021-12,3,SANDUSDT,SAND,827427115.5508499,990123174.5034828,30
2021-12,4,BNBUSDT,BNB,706646175.19285,795290983.4088795,30
2021-12,5,MANAUSDT,MANA,592108592.7804501,816265847.3146623,30
2021-12,6,SOLUSDT,SOL,484534565.48915005,510568166.07244694,30
2021-12,7,TRXUSDT,TRX,422544844.888847,417333907.1915673,30
2021-12,8,AVAXUSDT,AVAX,379765353.77639997,432002560.52120674,30
2021-12,9,DOTUSDT,DOT,369253287.97265,452111913.94069713,30
2021-12,10,XRPUSDT,XRP,363821551.13535,460883561.5403417,30
2021-12,11,DOGEUSDT,DOGE,305312472.14849997,334807527.1474181,30
2021-12,12,ADAUSDT,ADA,279076946.6458,363900240.80016065,30
2021-12,13,FILUSDT,FIL,214027299.97815,260094479.94378328,30
2021-12,14,LTCUSDT,LTC,191940338.10045,279996161.88844496,30
2021-12,15,CHZUSDT,CHZ,161729169.97105,182426887.70162335,30
2021-12,16,LINKUSDT,LINK,141546401.44160002,166521299.30980507,30
2021-12,17,VETUSDT,VET,131316180.63395551,172019633.05181473,30
2021-12,18,EGLDUSDT,EGLD,90511846.51285,133422104.99449603,30
2021-12,19,THETAUSDT,THETA,86762397.12805,92597676.55694,30
2021-12,20,ALGOUSDT,ALGO,85584867.10775,135699741.77033386,30
2021-12,21,ATOMUSDT,ATOM,80290465.70594999,87847235.01401,30
2021-12,22,CRVUSDT,CRV,71936565.63535,94504320.2870882,30
2021-12,23,NEARUSDT,NEAR,64302858.17475,73259346.19135334,30
2021-12,24,ETCUSDT,ETC,60909591.5474,96633857.60485667,30
2021-12,25,ROSEUSDT,ROSE,50852564.688126,89593275.96464677,30
2022-01,1,BTCUSDT,BTC,1782681989.9206662,1904915426.94553,30
2022-01,2,ETHUSDT,ETH,1453275071.2898984,1626228079.5915015,30
2022-01,3,BNBUSDT,BNB,450712667.38505,514896993.7118367,30
2022-01,4,SANDUSDT,SAND,331793090.18345,380684516.9494966,30
2022-01,5,SOLUSDT,SOL,313430596.27095,339600541.07915,30
2022-01,6,XRPUSDT,XRP,281574409.34555,323375726.6543078,30
2022-01,7,AVAXUSDT,AVAX,278486392.80655,318137514.3701467,30
2022-01,8,DOTUSDT,DOT,272681457.21145,282500894.13944,30
2022-01,9,ADAUSDT,ADA,214843043.22939998,246176644.2251768,30
2022-01,10,MANAUSDT,MANA,187740117.74194998,217535351.56348667,30
2022-01,11,DOGEUSDT,DOGE,155120202.5755,222582229.91469705,30
2022-01,12,NEARUSDT,NEAR,147058542.272,180743494.56034487,30
2022-01,13,LINKUSDT,LINK,126822604.1394,135292145.2356604,30
2022-01,14,TRXUSDT,TRX,124098944.809783,157491245.57938763,30
2022-01,15,FILUSDT,FIL,123287539.905,162723769.7891008,30
2022-01,16,CRVUSDT,CRV,88635402.9097,100227771.19624333,30
2022-01,17,LTCUSDT,LTC,82980864.6566,101020211.04114881,30
2022-01,18,ATOMUSDT,ATOM,80606859.24329999,105433744.52296333,30
2022-01,19,SUSHIUSDT,SUSHI,66070620.82865,85337029.1164546,30
2022-01,20,ROSEUSDT,ROSE,65339560.4182875,72312149.42446297,30
2022-01,21,EGLDUSDT,EGLD,64558470.299899995,79461143.87474333,30
2022-01,22,VETUSDT,VET,60696449.6873025,68968049.43044694,30
2022-01,23,THETAUSDT,THETA,56062405.954500005,64499235.546896495,30
2022-01,24,ALGOUSDT,ALGO,44038218.6985,60323032.00574999,30
2022-01,25,CHZUSDT,CHZ,36207299.4353,43066768.750663735,30
2022-02,1,BTCUSDT,BTC,1538074228.3578115,1692112483.8962972,30
2022-02,2,ETHUSDT,ETH,1150170555.6012044,1341516558.9811568,30
2022-02,3,BNBUSDT,BNB,378753678.76900005,417254692.6659567,30
2022-02,4,ATOMUSDT,ATOM,254712861.08749998,264587658.44207,30
2022-02,5,SOLUSDT,SOL,238272651.03465003,283523565.7528333,30
2022-02,6,SANDUSDT,SAND,219700588.22114998,226187100.0881,30
2022-02,7,NEARUSDT,NEAR,216639899.40465,227111864.58194032,30
2022-02,8,ADAUSDT,ADA,208331503.154159,270502450.7906949,30
2022-02,9,DOTUSDT,DOT,208150252.71135,233759396.11065626,30
2022-02,10,XRPUSDT,XRP,177161148.00245,193707851.85524413,30
2022-02,11,ROSEUSDT,ROSE,161710491.520415,156334340.10260087,30
2022-02,12,LINKUSDT,LINK,157978715.3995,233058881.664306,30
2022-02,13,AVAXUSDT,AVAX,155875183.42365,159396132.40666,30
2022-02,14,DOGEUSDT,DOGE,150330304.98655,181020414.86753994,30
2022-02,15,TRXUSDT,TRX,109527038.2876325,114654504.9854341,30
2022-02,16,CRVUSDT,CRV,106057016.53040001,119997146.49667004,30
2022-02,17,MANAUSDT,MANA,94909324.32185,118290668.01284,30
2022-02,18,FILUSDT,FIL,73740168.3988,92364377.8558949,30
2022-02,19,LTCUSDT,LTC,63700730.000300005,70161502.28895198,30
2022-02,20,THETAUSDT,THETA,45927804.80205,61485644.132773034,30
2022-02,21,VETUSDT,VET,45397869.670943,52859701.59045093,30
2022-02,22,ALGOUSDT,ALGO,44760999.26675,53184159.30804563,30
2022-02,23,SUSHIUSDT,SUSHI,42469471.99675,49430937.86455953,30
2022-02,24,EGLDUSDT,EGLD,35434460.618499994,40814323.143133834,30
2022-02,25,AAVEUSDT,AAVE,30917133.6985,33103354.507248867,30
2022-03,1,BTCUSDT,BTC,1669171310.432798,1818280015.3424726,30
2022-03,2,ETHUSDT,ETH,1364417709.1480775,1429326694.4599762,30
2022-03,3,XRPUSDT,XRP,325121814.5029,335654927.68940336,30
2022-03,4,BNBUSDT,BNB,263984361.25925,305549792.09581333,30
2022-03,5,SOLUSDT,SOL,250875378.8886,287890015.89642334,30
2022-03,6,AVAXUSDT,AVAX,202530340.85125,219615647.97987333,30
2022-03,7,SANDUSDT,SAND,185271288.32454997,193860903.62578666,30
2022-03,8,DOTUSDT,DOT,154618419.9646,160970091.40720823,30
2022-03,9,ADAUSDT,ADA,148649634.70295,176927338.5934204,30
2022-03,10,MANAUSDT,MANA,143848555.2072,150603081.94049332,30
2022-03,11,ATOMUSDT,ATOM,106679866.68485,108589722.79881333,30
2022-03,12,DOGEUSDT,DOGE,92183493.36265,112381445.26557387,30
2022-03,13,TRXUSDT,TRX,90649856.0911065,98485154.47420157,30
2022-03,14,NEARUSDT,NEAR,81437997.15305,98990058.63095,30
2022-03,15,LINKUSDT,LINK,80088468.995502,85495122.94876413,30
2022-03,16,FILUSDT,FIL,62093056.0017,66104477.755263336,30
2022-03,17,LTCUSDT,LTC,56701387.549,63425040.83427533,30
2022-03,18,ROSEUSDT,ROSE,55849104.1496185,60536600.2832783,30
2022-03,19,THETAUSDT,THETA,48038578.680250004,58899390.986313336,30
2022-03,20,ETCUSDT,ETC,42881955.78875,48363252.601953335,30
2022-03,21,CRVUSDT,CRV,40204714.45145,44224070.01783334,30
2022-03,22,VETUSDT,VET,39459177.824923,43619351.91364847,30
2022-03,23,EGLDUSDT,EGLD,36810891.1028,45031891.15969,30
2022-03,24,ALGOUSDT,ALGO,29324643.5281,30904995.122036833,30
2022-03,25,EURUSDT,EUR,22737512.226099998,23701638.67260333,30
2022-04,1,BTCUSDT,BTC,1919586111.113631,2006870725.3658652,30
2022-04,2,ETHUSDT,ETH,1328096924.5010786,1298102250.2649271,30
2022-04,3,XRPUSDT,XRP,240642279.93199998,249938227.02779666,30
2022-04,4,SOLUSDT,SOL,237201256.8602,281329379.7197867,30
2022-04,5,AVAXUSDT,AVAX,237049435.4143,235881690.03217998,30
2022-04,6,BNBUSDT,BNB,227329960.7618,243698767.28200668,30
2022-04,7,DOTUSDT,DOT,115308600.07115,123193687.60048667,30
2022-04,8,NEARUSDT,NEAR,112635846.18645,118236610.17896667,30
2022-04,9,ADAUSDT,ADA,104567273.42045,148367847.7885433,30
2022-04,10,RUNEUSDT,RUNE,99106935.403,99479657.14585666,30
2022-04,11,SANDUSDT,SAND,93947026.1612,102064040.87397666,30
2022-04,12,ATOMUSDT,ATOM,89703621.3144,99174836.86627667,30
2022-04,13,TRXUSDT,TRX,84808331.5361865,92141014.87458067,30
2022-04,14,LINKUSDT,LINK,67155977.8248,67264745.49,30
2022-04,15,DOGEUSDT,DOGE,66988925.2364,104155292.48631,30
2022-04,16,MANAUSDT,MANA,63657893.978750005,65291778.93079,30
2022-04,17,LTCUSDT,LTC,50395749.38615,52278039.3916,30
2022-04,18,ETCUSDT,ETC,49943673.59235,140603275.71062666,30
2022-04,19,VETUSDT,VET,43341845.648812994,81528100.00368837,30
2022-04,20,EURUSDT,EUR,38579751.940500006,36806822.549987406,30
2022-04,21,EGLDUSDT,EGLD,38417374.467250004,40927651.13499,30
2022-04,22,ROSEUSDT,ROSE,36968526.168286994,36070553.28493781,30
2022-04,23,FILUSDT,FIL,33701668.98405,70843283.9862,30
2022-04,24,GRTUSDT,GRT,28761981.570249997,33169508.07821,30
2022-04,25,CHZUSDT,CHZ,28579167.39205,47022327.37403,30
2022-05,1,BTCUSDT,BTC,1709365019.2623472,1718430355.1928618,30
2022-05,2,ETHUSDT,ETH,1366654280.56228,1322554839.8601239,30
2022-05,3,BNBUSDT,BNB,259385973.76305,254312181.39462334,30
2022-05,4,NEARUSDT,NEAR,253320374.59105,272664246.5878633,30
2022-05,5,SOLUSDT,SOL,227368788.1477,262995612.17209667,30
2022-05,6,DOGEUSDT,DOGE,198738056.45,305040705.7480433,30
2022-05,7,XRPUSDT,XRP,166841689.55445,176825248.41685334,30
2022-05,8,AVAXUSDT,AVAX,125234621.94095,150951244.26574332,30
2022-05,9,ADAUSDT,ADA,102633247.593,103911117.72483666,30
2022-05,10,DOTUSDT,DOT,80714863.1658,93238713.54078667,30
2022-05,11,TRXUSDT,TRX,73902827.805875,98947713.97891733,30
2022-05,12,FILUSDT,FIL,72710310.20594999,72896215.18541333,30
2022-05,13,SANDUSDT,SAND,67858941.69285,70504917.93897668,30
2022-05,14,RUNEUSDT,RUNE,65750963.8938,68088104.86768334,30
2022-05,15,SLPUSDT,SLP,61588384.801465,96839204.73741767,30
2022-05,16,ATOMUSDT,ATOM,57283263.09345,65440842.58935,30
2022-05,17,ETCUSDT,ETC,52229415.58595,69813137.71046,30
2022-05,18,VETUSDT,VET,41974069.1454505,43843493.29752567,30
2022-05,19,KNCUSDT,KNC,41419269.9228695,47023064.552727304,30
2022-05,20,MANAUSDT,MANA,41101252.73125,42931458.83868016,30
2022-05,21,LINKUSDT,LINK,40275274.694800004,41617215.49840244,30
2022-05,22,EURUSDT,EUR,37258347.216766,36949195.623520836,30
2022-05,23,LTCUSDT,LTC,34753951.8977,37336263.797066666,30
2022-05,24,ROSEUSDT,ROSE,33533580.429456003,44493633.40498181,30
2022-05,25,AAVEUSDT,AAVE,29364770.6338,36269160.64293667,30
2022-06,1,BTCUSDT,BTC,1997809626.3984094,2490608303.4860806,30
2022-06,2,ETHUSDT,ETH,1469820529.07939,1767438978.8999007,30
2022-06,3,BNBUSDT,BNB,280894669.28395,363529113.6238077,30
2022-06,4,SOLUSDT,SOL,227789473.27305,268937666.23909193,30
2022-06,5,XRPUSDT,XRP,175483877.77735,216204706.45661974,30
2022-06,6,TRXUSDT,TRX,152981949.36606902,228512199.73544723,30
2022-06,7,AVAXUSDT,AVAX,144965427.74760002,171931927.99489143,30
2022-06,8,ADAUSDT,ADA,121642869.171265,162393277.37268317,30
2022-06,9,DOTUSDT,DOT,97690324.28809151,118753947.69863456,30
2022-06,10,NEARUSDT,NEAR,97428565.8477,143903685.28796333,30
2022-06,11,SHIBUSDT,SHIB,94983149.61372675,133743152.03367014,30
2022-06,12,DOGEUSDT,DOGE,87401991.44205001,116100749.13613684,30
2022-06,13,SANDUSDT,SAND,61976514.0985,79928095.37777667,30
2022-06,14,MANAUSDT,MANA,47600813.600549996,58668138.855960004,30
2022-06,15,ATOMUSDT,ATOM,47128511.430250004,67810686.00060724,30
2022-06,16,LTCUSDT,LTC,43034015.685550004,50684166.24350972,30
2022-06,17,RUNEUSDT,RUNE,42295503.5344,48612078.46861017,30
2022-06,18,EURUSDT,EUR,41824024.483799994,49993078.11325737,30
2022-06,19,LINKUSDT,LINK,40807481.9606,52561966.177977964,30
2022-06,20,FILUSDT,FIL,31660234.871150002,45713147.90883193,30
2022-06,21,VETUSDT,VET,31610517.632678002,43559307.818992764,30
2022-06,22,ETCUSDT,ETC,30523342.2993,37204307.20706026,30
2022-06,23,AAVEUSDT,AAVE,29981092.807099998,33265466.095408235,30
2022-06,24,KNCUSDT,KNC,27592284.78005,32033635.670278933,30
2022-06,25,ROSEUSDT,ROSE,26787507.7265295,27978689.9326195,30
2022-07,1,BTCUSDT,BTC,1882105888.656591,2176346148.754094,30
2022-07,2,ETHUSDT,ETH,1505179842.6098945,1741578602.7564168,30
2022-07,3,SOLUSDT,SOL,208176640.6059,231087823.0899617,30
2022-07,4,BNBUSDT,BNB,167475247.94204998,198725513.41824505,30
2022-07,5,ADAUSDT,ADA,128492187.81552,148793550.01605368,30
2022-07,6,XRPUSDT,XRP,123200541.85535,138098846.19548228,30
2022-07,7,AVAXUSDT,AVAX,83501764.90665,99545156.17306367,30
2022-07,8,TRXUSDT,TRX,79380273.3615295,112386610.01410179,30
2022-07,9,DOGEUSDT,DOGE,67966701.885675,78726409.08822626,30
2022-07,10,SHIBUSDT,SHIB,60528623.132622525,80581878.23947075,30
2022-07,11,LINKUSDT,LINK,59714940.11005,71457324.362925,30
2022-07,12,NEARUSDT,NEAR,50086087.5074,54011073.19639427,30
2022-07,13,DOTUSDT,DOT,48928915.7241,56113527.994441,30
2022-07,14,SANDUSDT,SAND,44188303.6413,47670851.72575667,30
2022-07,15,EURUSDT,EUR,42251224.314005,43971499.968544,30
2022-07,16,LTCUSDT,LTC,31862116.99980525,45084088.05879293,30
2022-07,17,ATOMUSDT,ATOM,29826931.005577497,32722808.840564404,30
2022-07,18,MANAUSDT,MANA,29368211.13135,32222561.910853334,30
2022-07,19,RUNEUSDT,RUNE,27468671.7309,31389929.33586033,30
2022-07,20,EGLDUSDT,EGLD,21782487.5709,25127857.02489267,30
2022-07,21,VETUSDT,VET,20910488.291897997,23548336.509474434,30
2022-07,22,ICPUSDT,ICP,19759875.907250002,26629646.146313332,30
2022-07,23,FILUSDT,FIL,18581587.266000003,19578422.94729,30
2022-07,24,AAVEUSDT,AAVE,16985707.05505,19505785.356183335,30
2022-07,25,BCHUSDT,BCH,16971339.62405425,20639908.758734293,30
2022-08,1,BTCUSDT,BTC,3580405596.6252317,3624286446.0227814,30
2022-08,2,ETHUSDT,ETH,1650608793.5142264,1695495157.6506982,30
2022-08,3,SOLUSDT,SOL,161961054.67145002,177958301.51188666,30
2022-08,4,BNBUSDT,BNB,135235036.87295002,141742201.99277332,30
2022-08,5,ETCUSDT,ETC,96048029.4598,130688977.64493333,30
2022-08,6,ADAUSDT,ADA,91519179.887995,102751028.667372,30
2022-08,7,XRPUSDT,XRP,91515453.5162,95572123.08122,30
2022-08,8,AVAXUSDT,AVAX,81690234.674,82622522.97105,30
2022-08,9,SHIBUSDT,SHIB,58039606.90153746,65361088.71921707,30
2022-08,10,SANDUSDT,SAND,45417876.1879,47783600.80138,30
2022-08,11,DOGEUSDT,DOGE,44584153.038055,49632305.294229336,30
2022-08,12,DOTUSDT,DOT,44326850.430354506,55754028.12361696,30
2022-08,13,ATOMUSDT,ATOM,41995904.455615,44392048.57119433,30
2022-08,14,EURUSDT,EUR,41226797.351454005,39781249.9556046,30
2022-08,15,NEARUSDT,NEAR,40621682.6027,47590592.42784,30
2022-08,16,TRXUSDT,TRX,40260712.125167,42471201.83231953,30
2022-08,17,RUNEUSDT,RUNE,39671904.30575,46810624.25407667,30
2022-08,18,LINKUSDT,LINK,39452902.580695,42838717.377957,30
2022-08,19,UNIUSDT,UNI,31787045.2464,31361986.20534,30
2022-08,20,LTCUSDT,LTC,27050001.017145,28315210.608324666,30
2022-08,21,AAVEUSDT,AAVE,23688988.9907,26691438.411956668,30
2022-08,22,MANAUSDT,MANA,22847629.23405,24505010.937333334,30
2022-08,23,FILUSDT,FIL,21216545.7379,53429138.56216667,30
2022-08,24,CRVUSDT,CRV,17892792.336000003,19498158.498056665,30
2022-08,25,ICPUSDT,ICP,15540633.22955,19154670.411766667,30
2022-09,1,BTCUSDT,BTC,4062244030.948818,4173043341.147438,30
2022-09,2,ETHUSDT,ETH,1371900148.256567,1414762569.4682083,30
2022-09,3,ETCUSDT,ETC,148357990.77185,159381120.5707467,30
2022-09,4,SOLUSDT,SOL,134951192.35075,142316147.16450998,30
2022-09,5,BNBUSDT,BNB,133763072.70030001,152608199.87048,30
2022-09,6,CHZUSDT,CHZ,79822261.83199999,79733596.54761668,30
2022-09,7,ADAUSDT,ADA,72453090.014025,80855507.167421,30
2022-09,8,XRPUSDT,XRP,70076567.00119999,75288231.14973,30
2022-09,9,AVAXUSDT,AVAX,63480257.7178,72140699.77564,30
2022-09,10,NEARUSDT,NEAR,60096685.85095,66887496.51951,30
2022-09,11,SHIBUSDT,SHIB,59923011.51660552,118966787.19466153,30
2022-09,12,DOGEUSDT,DOGE,57629740.6995,79679761.97789866,30
2022-09,13,FILUSDT,FIL,45294485.914749995,50856344.71797667,30
2022-09,14,DOTUSDT,DOT,43814484.8724,49132288.009283334,30
2022-09,15,ATOMUSDT,ATOM,34748247.96419,41503100.749525666,30
2022-09,16,EURUSDT,EUR,33874939.619245,32143053.525725666,30
2022-09,17,LINKUSDT,LINK,32582794.626915,38196570.697893664,30
2022-09,18,SANDUSDT,SAND,30792075.5128,33272933.01100333,30
2022-09,19,LTCUSDT,LTC,28658480.907870002,29543774.785900336,30
2022-09,20,RUNEUSDT,RUNE,27384169.69325,30862691.875776667,30
2022-09,21,TRXUSDT,TRX,26749867.242370002,28218883.650879733,30
2022-09,22,UNIUSDT,UNI,19179970.8437,19876653.129993334,30
2022-09,23,ROSEUSDT,ROSE,18371589.634487003,22949686.687056668,30
2022-09,24,AAVEUSDT,AAVE,15516417.79795,17107417.50909,30
2022-09,25,MANAUSDT,MANA,15333052.024149999,17328474.334356666,30
2022-10,1,BTCUSDT,BTC,6622509046.527445,6442054493.820799,30
2022-10,2,ETHUSDT,ETH,1072004801.44634,1082290425.7377172,30
2022-10,3,XRPUSDT,XRP,146910819.4203,223381083.85669,30
2022-10,4,SOLUSDT,SOL,97803602.07640001,99692580.72998333,30
2022-10,5,BNBUSDT,BNB,94046023.63595,100326090.33990334,30
2022-10,6,ETCUSDT,ETC,80801581.26605001,130473397.33848,30
2022-10,7,ATOMUSDT,ATOM,76130566.48657,73232658.77413835,30
2022-10,8,CHZUSDT,CHZ,70140449.3095,82387055.13457333,30
2022-10,9,ADAUSDT,ADA,65503544.40916,70463087.09920634,30
2022-10,10,SHIBUSDT,SHIB,49304604.67442378,60377299.41947889,30
2022-10,11,LINKUSDT,LINK,45308206.958785,48528773.81090666,30
2022-10,12,DOTUSDT,DOT,41960748.7839,44103821.22207,30
2022-10,13,NEARUSDT,NEAR,40116597.08315,42381187.945766665,30
2022-10,14,DOGEUSDT,DOGE,35818506.7015,44741704.321773,30
2022-10,15,EURUSDT,EUR,35230995.852819994,32909312.56703433,30
2022-10,16,AVAXUSDT,AVAX,35092581.60415,39853234.926523335,30
2022-10,17,LTCUSDT,LTC,32287465.068779998,35696685.39848567,30
2022-10,18,TRXUSDT,TRX,25622496.875007,25619940.626867667,30
2022-10,19,RVNUSDT,RVN,25265777.445484,40241009.87390463,30
2022-10,20,FILUSDT,FIL,23579563.19915,26797654.3922,30
2022-10,21,SANDUSDT,SAND,22551934.4689,23101497.742519997,30
2022-10,22,GALAUSDT,GALA,16428026.2923,17041872.475151,30
2022-10,23,CRVUSDT,CRV,13796494.440949999,15483133.50357,30
2022-10,24,ALGOUSDT,ALGO,12777181.4816,19086436.510276668,30
2022-10,25,BCHUSDT,BCH,12214629.09935,12937001.940103332,30
2022-11,1,BTCUSDT,BTC,5011552075.140593,4877578403.478862,30
2022-11,2,ETHUSDT,ETH,645628303.383217,781571680.655907,30
2022-11,3,XRPUSDT,XRP,155640339.90635002,165904069.72722,30
