month,rank,symbol,base_asset,median_volume_30d,avg_volume_30d,volume_samples
May-20,8,ETCUSDT,ETC,9956630.969,12440975.14,30
May-20,9,TRXUSDT,TRX,9432774.063,9960472.69,30
May-20,10,ADAUSDT,ADA,8374542.086,11389313.23,30
May-20,11,XLMUSDT,XLM,6950330.922,9453263.86,30
May-20,12,ZECUSDT,ZEC,5661818.719,8325210.704,30
May-20,13,VETUSDT,VET,4852122.426,5850927.297,30
May-20,14,ONTUSDT,ONT,3703153.226,3742910.505,30
May-20,15,NEOUSDT,NEO,3321462.643,3963569.056,30
May-20,16,ATOMUSDT,ATOM,3131732.347,3948173.163,30
May-20,17,QTUMUSDT,QTUM,2269833.147,2422324.705,30
Jun-20,1,BTCUSDT,BTC,744025707.7,814324644.2,30
Jun-20,2,ETHUSDT,ETH,158305102.4,170304488.7,30
Jun-20,3,BNBUSDT,BNB,44552770.02,44063119.66,30
Jun-20,4,XRPUSDT,XRP,24401600.98,27179983.58,30
Jun-20,5,LINKUSDT,LINK,23895509.12,28227433.8,30
Jun-20,6,LTCUSDT,LTC,21757008.73,23605257.56,30
Jun-20,7,ADAUSDT,ADA,16850360.21,27284637.6,30
Jun-20,8,ETCUSDT,ETC,13491231.01,15725808.82,30
Jun-20,9,TRXUSDT,TRX,11486278.23,13478889.81,30
Jun-20,10,XLMUSDT,XLM,9290578.925,10310864.62,30
Jun-20,11,VETUSDT,VET,7984590.361,10306185.83,30
Jun-20,12,ONTUSDT,ONT,5500442.713,6416628.579,30
Jun-20,13,NEOUSDT,NEO,5424004.691,8026330.015,30
Jun-20,14,ZECUSDT,ZEC,5414661.732,6622513.368,30
Jun-20,15,DASHUSDT,DASH,4935215.236,5478959.895,30
Jun-20,16,ZRXUSDT,ZRX,3934037.06,5682860.002,30
Jun-20,17,THETAUSDT,THETA,3710831.961,9454815.105,30
Jun-20,18,BATUSDT,BAT,3264021.777,4723279.028,30
Jun-20,19,QTUMUSDT,QTUM,3080442.592,3654970.951,30
Jun-20,20,ATOMUSDT,ATOM,3054515.009,3197549.414,30
Jun-20,21,ENJUSDT,ENJ,2515084.578,2961418.308,30
Jul-20,1,BTCUSDT,BTC,432507891.6,440970783.6,30
Jul-20,2,ETHUSDT,ETH,113935711.6,120419127.2,30
Jul-20,3,BNBUSDT,BNB,25051628.21,27315759.6,30
Jul-20,4,ADAUSDT,ADA,23247450.34,29952430.75,30
Jul-20,5,XRPUSDT,XRP,16781883.52,17717101.7,30
Jul-20,6,LINKUSDT,LINK,16056322.01,18839359.31,30
Jul-20,7,VETUSDT,VET,15636732.67,22154615.81,30
Jul-20,8,LTCUSDT,LTC,10934809.33,12271869.32,30
Jul-20,9,TRXUSDT,TRX,8321397.342,10036453.91,30
Jul-20,10,ONTUSDT,ONT,6517679.701,7677071.913,30
Jul-20,11,XLMUSDT,XLM,6139638.571,7596628.629,30
Jul-20,12,ZECUSDT,ZEC,5873071.724,6732000.552,30
Jul-20,13,ETCUSDT,ETC,5471568.636,6191134.77,30
Jul-20,14,BATUSDT,BAT,5180440.79,5378014.718,30
Jul-20,15,NEOUSDT,NEO,3967793.566,4526915.507,30
Jul-20,16,THETAUSDT,THETA,3305156.769,4378274.488,30
Jul-20,17,ATOMUSDT,ATOM,2796376.375,3565649.581,30
Jul-20,18,QTUMUSDT,QTUM,2353312.301,2578200.555,30
Jul-20,19,DASHUSDT,DASH,2284343.69,2627314.866,30
Aug-20,1,BTCUSDT,BTC,420514675,527066802.4,30
Aug-20,2,ETHUSDT,ETH,156021805.5,225026901.1,30
Aug-20,3,LINKUSDT,LINK,75900156.13,89501839.37,30
Aug-20,4,ADAUSDT,ADA,53901786.98,68068532.19,30
Aug-20,5,VETUSDT,VET,42598423.65,59692634.78,30
Aug-20,6,BNBUSDT,BNB,42118275.68,43609817.96,30
Aug-20,7,XRPUSDT,XRP,33825928.9,57140579.08,30
Aug-20,8,XLMUSDT,XLM,23553274.28,29720893.18,30
Aug-20,9,LTCUSDT,LTC,15305601.18,27878284.05,30
Aug-20,10,TRXUSDT,TRX,14304208.38,15882009.73,30
Aug-20,11,ATOMUSDT,ATOM,11357907.29,12314207.74,30
Aug-20,12,ZECUSDT,ZEC,10967421.38,13633662.65,30
Aug-20,13,ONTUSDT,ONT,9738203.315,11524899.17,30
Aug-20,14,ETCUSDT,ETC,9282624.376,13040112.71,30
Aug-20,15,QTUMUSDT,QTUM,7811456.947,8695940.655,30
Aug-20,16,ALGOUSDT,ALGO,7273144.414,9249448.888,30
Aug-20,17,NEOUSDT,NEO,7198150.491,7798382.946,30
Aug-20,18,DOGEUSDT,DOGE,4861664.904,11269552.44,30
Aug-20,19,ZRXUSDT,ZRX,4451901.697,5259898.621,30
Aug-20,20,BATUSDT,BAT,4292789.341,5015829.369,30
Aug-20,21,DASHUSDT,DASH,3862141.692,5139038.581,30
Aug-20,22,THETAUSDT,THETA,2729551.316,3343485.847,30
Aug-20,23,FETUSDT,FET,2606201.364,3051589.765,30
Aug-20,24,IOTAUSDT,IOTA,2409616.985,2655755.153,30
Sep-20,1,BTCUSDT,BTC,709874101.2,706574034.3,30
Sep-20,2,ETHUSDT,ETH,331510093.6,374366260.6,30
Sep-20,3,LINKUSDT,LINK,197003425,228725117.5,30
Sep-20,4,XRPUSDT,XRP,84800832.37,85412032.6,30
Sep-20,5,BNBUSDT,BNB,55672073.15,60162915.1,30
Sep-20,6,LTCUSDT,LTC,47192452.84,53290266.31,30
Sep-20,7,ADAUSDT,ADA,41354050.83,40816382.34,30
Sep-20,8,TRXUSDT,TRX,33996253.97,54998762.69,30
Sep-20,9,VETUSDT,VET,30483734.96,31851784.65,30
Sep-20,10,ZECUSDT,ZEC,24496614.42,26528728.67,30
Sep-20,11,ALGOUSDT,ALGO,22420576.8,24949422.85,30
Sep-20,12,ATOMUSDT,ATOM,22325959.43,30564011.89,30
Sep-20,13,ONTUSDT,ONT,19385079.9,19880291.47,30
Sep-20,14,QTUMUSDT,QTUM,17966383.32,27947156.87,30
Sep-20,15,NEOUSDT,NEO,16039908.5,19190777.57,30
Sep-20,16,XLMUSDT,XLM,15512016.75,16914289.73,30
Sep-20,17,ETCUSDT,ETC,11387452.94,11446184.09,30
Sep-20,18,THETAUSDT,THETA,9577140.587,9989857.488,30
Sep-20,19,ZRXUSDT,ZRX,9144025.975,15313300.65,30
Sep-20,20,BATUSDT,BAT,8930574.782,15042334.91,30
Sep-20,21,DASHUSDT,DASH,7920366.889,8866944.985,30
Sep-20,22,IOTAUSDT,IOTA,4316269.574,4919626.216,30
Sep-20,23,FETUSDT,FET,4309712.606,5825315.414,30
Sep-20,24,ONEUSDT,ONE,3580640.572,3983724.278,30
Sep-20,25,DOGEUSDT,DOGE,2664190.441,2836010.405,30
Sep-20,26,ENJUSDT,ENJ,2397798.67,3198354.904,30
Oct-20,1,BTCUSDT,BTC,541912617.4,589477476.6,30
Oct-20,2,ETHUSDT,ETH,308785647.5,389448000.7,30
Oct-20,3,LINKUSDT,LINK,127775304.5,142841540.9,30
Oct-20,4,BNBUSDT,BNB,107005747.6,123145284.5,30
Oct-20,5,TRXUSDT,TRX,43155998.07,82686129.27,30
Oct-20,6,XRPUSDT,XRP,32248560.18,39390657.58,30
Oct-20,7,ADAUSDT,ADA,31775561.65,33655243.77,30
Oct-20,8,VETUSDT,VET,22664917.59,25973748.35,30
Oct-20,9,NEOUSDT,NEO,22458967.8,25742408.31,30
Oct-20,10,LTCUSDT,LTC,21259695.18,26234370,30
Oct-20,11,ONTUSDT,ONT,15315344.22,19643947.49,30
Oct-20,12,BANDUSDT,BAND,14392701.39,18375491.08,30
Oct-20,13,ATOMUSDT,ATOM,12798839.43,14006311.7,30
Oct-20,14,ZECUSDT,ZEC,12365998.32,15306935.76,30
Oct-20,15,XTZUSDT,XTZ,11030961.43,13535232.57,30
Oct-20,16,QTUMUSDT,QTUM,10332022.74,12637104.87,30
Oct-20,17,XLMUSDT,XLM,8311516.396,9047476.751,30
Oct-20,18,THETAUSDT,THETA,7860061.191,9508093.808,30
Oct-20,19,ALGOUSDT,ALGO,6572311.397,7673751.379,30
Oct-20,20,ETCUSDT,ETC,5354695.062,7173618,30
Oct-20,21,DASHUSDT,DASH,4289964.478,5148692.612,30
Oct-20,22,BATUSDT,BAT,2907338.36,3572693.012,30
Oct-20,23,ZRXUSDT,ZRX,2270654.625,2906697.039,30
Oct-20,24,IOTAUSDT,IOTA,2106296.042,2366932.84,30
Oct-20,25,FETUSDT,FET,2077025.812,2122693.765,30
Nov-20,1,BTCUSDT,BTC,551969842.7,640764101.9,30
Nov-20,2,ETHUSDT,ETH,222217529.2,237854271.9,30
Nov-20,3,LINKUSDT,LINK,86689464.97,81728856.57,30
Nov-20,4,BNBUSDT,BNB,69245033.52,73042708.67,30
Nov-20,5,XRPUSDT,XRP,37603423.2,39496584,30
Nov-20,6,LTCUSDT,LTC,25992916.92,32976337.11,30
Nov-20,7,ADAUSDT,ADA,24421113.27,25436332.56,30
Nov-20,8,TRXUSDT,TRX,22077253.09,23365890.22,30
Nov-20,9,ZECUSDT,ZEC,13555778.65,14419244.89,30
Nov-20,10,VETUSDT,VET,11957690.06,12939450.78,30
Nov-20,11,NEOUSDT,NEO,9643869.245,9638883.776,30
Nov-20,12,ATOMUSDT,ATOM,9502000.336,11473550.48,30
Nov-20,13,XTZUSDT,XTZ,7485076.851,7493714.26,30
Nov-20,14,XLMUSDT,XLM,6771179.546,8126142.164,30
Nov-20,15,BANDUSDT,BAND,6168308.849,7647888.005,30
Nov-20,16,THETAUSDT,THETA,6067615.646,6826918.762,30
Nov-20,17,ONTUSDT,ONT,5444143.543,5551601.951,30
Nov-20,18,QTUMUSDT,QTUM,5412913.648,4936072.328,30
Nov-20,19,DASHUSDT,DASH,5390602.676,6164057.522,30
Nov-20,20,ETCUSDT,ETC,5213579.939,5135381.542,30
Nov-20,21,ALGOUSDT,ALGO,4142664.736,4128126.627,30
Nov-20,22,KAVAUSDT,KAVA,2982781.689,3396541.503,30
Dec-20,1,BTCUSDT,BTC,1513363435,1587677857,30
Dec-20,2,ETHUSDT,ETH,559107050.4,647280122.3,30
Dec-20,3,LINKUSDT,LINK,137927470,147573919.9,30
Dec-20,4,XRPUSDT,XRP,125466852,395733671.4,30
Dec-20,5,LTCUSDT,LTC,122014118,136062280.3,30
Dec-20,6,BNBUSDT,BNB,67364436.23,80292854.99,30
Dec-20,7,BCHUSDT,BCH,56511981.09,85709356.11,30
Dec-20,8,ADAUSDT,ADA,46887838.89,88451678.31,30
Dec-20,9,TRXUSDT,TRX,28642257.57,48697927.18,30
Dec-20,10,VETUSDT,VET,19249296.01,24160817.91,30
Dec-20,11,ZECUSDT,ZEC,19244443.38,26537357.53,30
Dec-20,12,ETCUSDT,ETC,16961189.16,27391520.56,30
Dec-20,13,NEOUSDT,NEO,13770322.96,17842086.96,30
Dec-20,14,ATOMUSDT,ATOM,12801051.01,15203522.34,30
Dec-20,15,XTZUSDT,XTZ,12383658.74,19377670.42,30
Dec-20,16,DASHUSDT,DASH,11971591.78,20192838.82,30
Dec-20,17,XLMUSDT,XLM,10737594.12,74861347.38,30
Dec-20,18,BANDUSDT,BAND,10044353.59,12092804.32,30
Dec-20,19,ONTUSDT,ONT,7382809.859,11839308.05,30
Dec-20,20,QTUMUSDT,QTUM,6794939.794,8771513.959,30
Dec-20,21,THETAUSDT,THETA,6735266.099,7736031.748,30
Dec-20,22,KAVAUSDT,KAVA,6227635.545,7715878.743,30
Dec-20,23,ALGOUSDT,ALGO,5776443.138,8482081.068,30
Dec-20,24,BATUSDT,BAT,4059463.016,5451968.456,30
Dec-20,25,IOTAUSDT,IOTA,3602141.719,6337412.72,30
Dec-20,26,ZRXUSDT,ZRX,2337908.314,3239183.348,30
Dec-20,27,DOGEUSDT,DOGE,2332878.674,3862044.062,30
Jan-21,1,BTCUSDT,BTC,1815868718,1874516972,30
Jan-21,2,ETHUSDT,ETH,544125720.8,604613159.8,30
Jan-21,3,XRPUSDT,XRP,406298999.3,517470958.6,30
Jan-21,4,LTCUSDT,LTC,210266422.8,227563617.8,30
Jan-21,5,BCHUSDT,BCH,89160272.77,98053727.85,30
Jan-21,6,LINKUSDT,LINK,76459819.53,90213588.22,30
Jan-21,7,BNBUSDT,BNB,75627379.2,87725804.17,30
Jan-21,8,ADAUSDT,ADA,73418787.83,82639293.16,30
Jan-21,9,XLMUSDT,XLM,44162299.2,56991452.01,30
Jan-21,10,TRXUSDT,TRX,28405378.66,33227137.43,30
Jan-21,11,VETUSDT,VET,22671317.62,28148314.15,30
Jan-21,12,THETAUSDT,THETA,19808887.64,32647860.14,30
Jan-21,13,ETCUSDT,ETC,15756532.07,17129187.32,30
Jan-21,14,ZECUSDT,ZEC,15277605.04,16057552.34,30
Jan-21,15,DASHUSDT,DASH,13242040.04,15300554.14,30
Jan-21,16,NEOUSDT,NEO,10293102.52,10915890.46,30
Jan-21,17,ATOMUSDT,ATOM,8708246.932,13010363.36,30
Jan-21,18,ALGOUSDT,ALGO,8667432.439,11641827.95,30
Jan-21,19,XTZUSDT,XTZ,8556699.785,9676423.936,30
Jan-21,20,BANDUSDT,BAND,8053908.985,9127199.531,30
Jan-21,21,CHZUSDT,CHZ,7398182.797,11306822.59,30
Jan-21,22,ONTUSDT,ONT,6202794.817,7250581.314,30
Jan-21,23,DOGEUSDT,DOGE,4868490.17,21902517.31,30
Jan-21,24,BATUSDT,BAT,4733507.213,4728346.324,30
Jan-21,25,QTUMUSDT,QTUM,4240686.642,4531966.714,30
Jan-21,26,IOTAUSDT,IOTA,4154484.936,4385205.705,30
Jan-21,27,STXUSDT,STX,2148145.706,3208744.156,30
Jan-21,28,KAVAUSDT,KAVA,2137752.971,2251646.74,30
Jan-21,29,ZRXUSDT,ZRX,2077147.113,2485797.642,30
Feb-21,1,BTCUSDT,BTC,3152780715,3821071639,30
Feb-21,2,ETHUSDT,ETH,2383243861,2342077596,30
Feb-21,3,LTCUSDT,LTC,295587290.4,285557016.8,30
Feb-21,4,XRPUSDT,XRP,267083852.6,600420930.7,30
Feb-21,5,LINKUSDT,LINK,265006127.1,288872971.6,30
Feb-21,6,ADAUSDT,ADA,262147951.2,287731502.6,30
Feb-21,7,BCHUSDT,BCH,165589200.8,204891591.3,30
Feb-21,8,XLMUSDT,XLM,152750611.3,212198367.1,30
Feb-21,9,BNBUSDT,BNB,139780222.5,154357165.2,30
Feb-21,10,TRXUSDT,TRX,67142668.41,97260071.59,30
Feb-21,11,VETUSDT,VET,65168345.89,75756918.54,30
Feb-21,12,ATOMUSDT,ATOM,40259348.56,47953212.21,30
Feb-21,13,NEOUSDT,NEO,39197151.16,50662334.73,30
Feb-21,14,ETCUSDT,ETC,37828806.23,43234500.29,30
Feb-21,15,ZECUSDT,ZEC,35530064,54540180.99,30
Feb-21,16,THETAUSDT,THETA,33245120.84,35254407.27,30
Feb-21,17,XTZUSDT,XTZ,29865838.43,34957786.83,30
Feb-21,18,DOGEUSDT,DOGE,29210055.16,432080568.4,30
Feb-21,19,BANDUSDT,BAND,26024825.39,30334513.11,30
Feb-21,20,ALGOUSDT,ALGO,24269796.92,26533204.08,30
Feb-21,21,DASHUSDT,DASH,23458598.74,37297494.84,30
Feb-21,22,ONTUSDT,ONT,19816454.62,22100227.17,30
Feb-21,23,QTUMUSDT,QTUM,18181105.57,20647247.94,30
Feb-21,24,ENJUSDT,ENJ,16900959.32,30036383.51,30
Feb-21,25,HBARUSDT,HBAR,12839066.5,19983619.06,30
Feb-21,26,IOTAUSDT,IOTA,12804569.71,13951550.21,30
Feb-21,27,KAVAUSDT,KAVA,12503572.55,13489633.35,30
Feb-21,28,BATUSDT,BAT,12421970,15046463.32,30
Feb-21,29,ZRXUSDT,ZRX,9224264.279,12541546.72,30
Feb-21,30,CHZUSDT,CHZ,6731636.925,7955929.393,30
Feb-21,31,STXUSDT,STX,4319928.327,4524988.905,30
Feb-21,32,FETUSDT,FET,3408315.834,3886181.015,30
Feb-21,33,FTTUSDT,FTT,2961785.653,3458302.495,30
Feb-21,34,OGNUSDT,OGN,2920393.048,3224185.486,30
Feb-21,35,ONEUSDT,ONE,2732784.088,3784215.257,30
Mar-21,1,BTCUSDT,BTC,3989805472,4105373027,30
Mar-21,2,ETHUSDT,ETH,1894739209,1969566160,30
Mar-21,3,BNBUSDT,BNB,1072199361,1477107853,30
Mar-21,4,ADAUSDT,ADA,722280420.5,924280059.1,30
Mar-21,5,XRPUSDT,XRP,568392787.8,772501023.4,30
Mar-21,6,DOGEUSDT,DOGE,452349254.3,656834032.2,30
Mar-21,7,LTCUSDT,LTC,328378877.5,342669909.9,30
Mar-21,8,LINKUSDT,LINK,228059755.1,257371539.9,30
Mar-21,9,BCHUSDT,BCH,199241213.7,228715141.9,30
Mar-21,10,XLMUSDT,XLM,169653008.3,195797665.8,30
Mar-21,11,TRXUSDT,TRX,121085804.8,147515353.9,30
Mar-21,12,VETUSDT,VET,110127983.1,130694855.2,30
Mar-21,13,ATOMUSDT,ATOM,98064920.91,111208769.6,30
Mar-21,14,ONTUSDT,ONT,73719640.22,85302279.03,30
Mar-21,15,ALGOUSDT,ALGO,72637433.92,78583430.78,30
Mar-21,16,NEOUSDT,NEO,69201149.9,88332156.66,30
Mar-21,17,XTZUSDT,XTZ,57932145.35,59734700.31,30
Mar-21,18,IOTAUSDT,IOTA,56877489.11,65802435.98,30
Mar-21,19,DASHUSDT,DASH,55654554.89,88511735.4,30
Mar-21,20,ZECUSDT,ZEC,53085276.01,65999245.04,30
Mar-21,21,ETCUSDT,ETC,52339085.14,69263908.77,30
Mar-21,22,BANDUSDT,BAND,47112715.65,49806500.52,30
Mar-21,23,THETAUSDT,THETA,42692705.19,46402557.92,30
Mar-21,24,QTUMUSDT,QTUM,35836763.22,51251321.54,30
Mar-21,25,KAVAUSDT,KAVA,30293302.1,29196026.18,30
Mar-21,26,CHZUSDT,CHZ,29668664.02,38756386.48,30
Mar-21,27,ZRXUSDT,ZRX,29653855.26,54020460.18,30
Mar-21,28,BATUSDT,BAT,25195266.66,30458771.71,30
Mar-21,29,HBARUSDT,HBAR,21073299.51,22185116.44,30
Mar-21,30,ENJUSDT,ENJ,20580616.92,36221446.79,30
Mar-21,31,COTIUSDT,COTI,17711638.9,19767254.21,30
Mar-21,32,FETUSDT,FET,16581390.16,17121680.82,30
Mar-21,33,FTTUSDT,FTT,14785551.19,19141724.18,30
Mar-21,34,ONEUSDT,ONE,14407203.36,17070136.64,30
Mar-21,35,STXUSDT,STX,8525711.297,11948799.5,30
Mar-21,36,OGNUSDT,OGN,8071378.466,13800904.76,30
Mar-21,37,IOTXUSDT,IOTX,4966608.207,8331860.143,30
Mar-21,38,ONGUSDT,ONG,3659217.365,9389245.545,30
Mar-21,39,FUNUSDT,FUN,3352092.382,6474735.029,30
Mar-21,40,MBLUSDT,MBL,2551681.104,3484347.266,30
Apr-21,1,BTCUSDT,BTC,3551727799,3619675147,30
Apr-21,2,ETHUSDT,ETH,1303414920,1284663683,30
Apr-21,3,BNBUSDT,BNB,836925820.8,1004932567,30
Apr-21,4,ADAUSDT,ADA,443557688.6,601544086.3,30
Apr-21,5,CHZUSDT,CHZ,398296534.6,692075710.2,30
Apr-21,6,XRPUSDT,XRP,310407211.8,362299927.5,30
Apr-21,7,LTCUSDT,LTC,176319310.8,187446933.5,30
Apr-21,8,THETAUSDT,THETA,170462937.7,235677803.4,30
Apr-21,9,ENJUSDT,ENJ,165497560.1,229538074.3,30
Apr-21,10,VETUSDT,VET,144536855.4,170798344.2,30
Apr-21,11,LINKUSDT,LINK,130668167,129259926.4,30
Apr-21,12,ONEUSDT,ONE,123895368.4,167922502.8,30
Apr-21,13,TRXUSDT,TRX,95715283.14,159801428.7,30
Apr-21,14,DOGEUSDT,DOGE,91012058.1,147719398.9,30
Apr-21,15,ONTUSDT,ONT,76507832.2,90208956.74,30
Apr-21,16,XLMUSDT,XLM,73691014.1,84777945.08,30
Apr-21,17,COTIUSDT,COTI,71655524.86,82104233.72,30
Apr-21,18,BCHUSDT,BCH,69853775.09,74957239.16,30
Apr-21,19,ALGOUSDT,ALGO,54801621.3,60468883.85,30
Apr-21,20,HBARUSDT,HBAR,50611521.32,72006465.83,30
Apr-21,21,ATOMUSDT,ATOM,44628840.26,56140891.27,30
Apr-21,22,NEOUSDT,NEO,43038283.86,52098807.5,30
Apr-21,23,IOTAUSDT,IOTA,36398800.36,45878169.88,30
Apr-21,24,QTUMUSDT,QTUM,34575799.46,47256359.39,30
Apr-21,25,FETUSDT,FET,33531697.54,37287000.98,30
Apr-21,26,BATUSDT,BAT,32855229.12,59577645.67,30
Apr-21,27,XTZUSDT,XTZ,32160293.69,32837833.91,30
Apr-21,28,KAVAUSDT,KAVA,29186544.42,39091319.4,30
Apr-21,29,ETCUSDT,ETC,29162496.88,29945886.63,30
Apr-21,30,DASHUSDT,DASH,27875369.48,30551711.01,30
Apr-21,31,OGNUSDT,OGN,27871736.55,42981451.11,30
Apr-21,32,ZECUSDT,ZEC,27156859.82,32528449.63,30
Apr-21,33,BANDUSDT,BAND,21636971.62,23910783.86,30
Apr-21,34,ZRXUSDT,ZRX,16175023.85,21857930.59,30
Apr-21,35,MBLUSDT,MBL,15942293.04,38133619.66,30
Apr-21,36,FTTUSDT,FTT,12081329.25,13816939.37,30
Apr-21,37,IOTXUSDT,IOTX,11534515.38,14978222.07,30
Apr-21,38,STXUSDT,STX,6614341.834,9409503.695,30
Apr-21,39,ONGUSDT,ONG,5920894.1,8767336.207,30
Apr-21,40,FUNUSDT,FUN,5514346.739,8594695.084,30
May-21,1,BTCUSDT,BTC,3320987303,3733012196,30
May-21,2,XRPUSDT,XRP,2028069556,2055850812,30
May-21,3,ETHUSDT,ETH,1858936815,2098365269,30
May-21,4,BNBUSDT,BNB,1759288907,2097874296,30
May-21,5,DOGEUSDT,DOGE,1397762718,2866841690,30
May-21,6,ADAUSDT,ADA,505172195.9,574128665.6,30
May-21,7,VETUSDT,VET,483228979.2,584204594.6,30
May-21,8,CHZUSDT,CHZ,422553174.9,488808333,30
May-21,9,TRXUSDT,TRX,404982342.1,506366658.6,30
May-21,10,LTCUSDT,LTC,366985500.9,419393316.9,30
May-21,11,LINKUSDT,LINK,208229589.8,272335823.3,30
May-21,12,BCHUSDT,BCH,198805976.3,287801054.4,30
May-21,13,XLMUSDT,XLM,151435863.1,226801617.4,30
May-21,14,THETAUSDT,THETA,139963590.7,185662590.8,30
May-21,15,NEOUSDT,NEO,128156347.8,202167952.7,30
May-21,16,ONTUSDT,ONT,122402360.1,142908148.1,30
May-21,17,ETCUSDT,ETC,115723950.7,210473810.5,30
May-21,18,ENJUSDT,ENJ,102509179.2,155156538.2,30
May-21,19,ATOMUSDT,ATOM,86756086.35,94003208.58,30
May-21,20,ONEUSDT,ONE,84537757.38,92111984.06,30
May-21,21,ZECUSDT,ZEC,78519968.48,87347983.95,30
May-21,22,QTUMUSDT,QTUM,71917241.5,104532351.2,30
May-21,23,IOTAUSDT,IOTA,66944619.64,79678690.28,30
May-21,24,DASHUSDT,DASH,64681219.57,76790221.12,30
May-21,25,ALGOUSDT,ALGO,63176612.36,68204301.31,30
May-21,26,XTZUSDT,XTZ,54849462.24,67210775.9,30
May-21,27,HBARUSDT,HBAR,51642261.48,54496845.89,30
May-21,28,OGNUSDT,OGN,46655490.67,63283419.86,30
May-21,29,FTTUSDT,FTT,42614294.61,50865746.43,30
May-21,30,BATUSDT,BAT,38300908.46,45103175.79,30
May-21,31,BANDUSDT,BAND,37772565.93,48284630.39,30
May-21,32,COTIUSDT,COTI,35320048.41,39727844.64,30
May-21,33,FETUSDT,FET,27539700.62,32158292.62,30
May-21,34,ZRXUSDT,ZRX,24328698.56,28166627.35,30
May-21,35,KAVAUSDT,KAVA,23929697.76,27388189.36,30
May-21,36,CTSIUSDT,CTSI,23223989.4,41717489.92,30
May-21,37,MBLUSDT,MBL,18721431.4,22534608.56,30
May-21,38,STXUSDT,STX,15258248.48,31138492.16,30
May-21,39,IOTXUSDT,IOTX,13703349.23,25192542.08,30
